id,title,year,date_range,start_date,venue,prefecture,tour_simple,tour_detailed,organizers,catalog_status,catalog_detail,remarks,reference,
1978-isetan-01,ミュシャ展：アールヌーボーの花,1978,6/8-6/13,1978-06-08,伊勢丹美術館,東京都,計5か所（1/5）,1978年：東京・伊勢丹美術館、熊本・熊本県立美術館、愛知・松坂屋名古屋駅店6階催事場、大阪・梅田近代美術館、北海道・札幌そごう　計5か所（1/5）,"＊
",有＊,1978年、日本海外株式会社編（伊勢丹美術館のもの＊）,日本初のミュシャ回顧展,1978年『ミュシャ展：アールヌーボーの花』カタログ（松坂屋名古屋駅店のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館データベース,
1978-kumamoto-01,ミュシャ展：アールヌーボーの花,1978,7/7-7/23,1978-07-07,熊本県立美術館,熊本県,計5か所（2/5）,1978年：東京・伊勢丹美術館、熊本・熊本県立美術館、愛知・松坂屋名古屋駅店6階催事場、大阪・梅田近代美術館、北海道・札幌そごう　計5か所（2/5）,主催：熊本県立美術館ほか＊,＊,＊,,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館データベース,
1978-matsu-01,ミュシャ展：アールヌーボーの花,1978,9/21-9/26,1978-09-21,松坂屋名古屋駅店6階催事場,愛知県,計5か所（3/5）,1978年：東京・伊勢丹美術館、熊本・熊本県立美術館、愛知・松坂屋名古屋駅店6階催事場、大阪・梅田近代美術館、北海道・札幌そごう　計5か所（3/5）,"主催：中日新聞社本社、アルフォンス・ミュシャ展実行委員会
後援：チェコスロバキア社会主義共和国大使館、プラハ国立美術館、文化庁、愛知県・名古屋市教育委員会",有,1978年、日本海外株式会社編（松坂屋名古屋駅店のもの）,,1980年『ミュシャ展：アールヌーボーの花』カタログ（松坂屋名古屋駅店のもの）,
1978-umeda-01,ミュシャ展：アールヌーボーの花,1978,＊,1978-12-30,梅田近代美術館,大阪府,計5か所（4/5）,1978年：東京・伊勢丹美術館、熊本・熊本県立美術館、愛知・松坂屋名古屋駅店6階催事場、大阪・梅田近代美術館、北海道・札幌そごう　計5か所（4/5）,"＊
",＊,＊,,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1978-sogo-01,ミュシャ展：アールヌーボーの花,1978,＊,1978-12-31,札幌そごう,北海道,計5か所（5/5）,1978年：東京・伊勢丹美術館、熊本・熊本県立美術館、愛知・松坂屋名古屋駅店6階催事場、大阪・梅田近代美術館、北海道・札幌そごう　計5か所（5/5）,"＊
",＊,＊,,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1983-isetan-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1983,3/24-4/19,1983-03-24,伊勢丹美術館,東京都,計21か所（1/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（1/21）,,有,1983年、ドイテク企画室編（伊勢丹美術館含む8か所のもの）,企画協力：ドイグループ（ドイテク企画室）,1983年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華』カタログ（伊勢丹美術館含む8か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館データベース,
1983-matsu-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1983,4/28-5/10,1983-04-28,松坂屋本店,愛知県,計21か所（2/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（2/21）,,有,1983年、ドイテク企画室編（伊勢丹美術館含む8か所のもの）,企画協力：ドイグループ（ドイテク企画室）,1983年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華』カタログ（伊勢丹美術館含む8か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1983-takashima-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1983,5/28-6/7,1983-05-28,高島屋京都店,京都府,計21か所（3/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（3/21）,,有,1983年、ドイテク企画室編（伊勢丹美術館含む8か所のもの）,企画協力：ドイグループ（ドイテク企画室）,1983年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華』カタログ（伊勢丹美術館含む8か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1983-ishibashi-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1983,7/30-8/28,1983-07-30,石橋美術館,福岡県,計21か所（4/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（4/21）,,有,1983年、ドイテク企画室編（伊勢丹美術館含む8か所のもの）,企画協力：ドイグループ（ドイテク企画室）,1983年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華』カタログ（伊勢丹美術館含む8か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館データベース,
 1983-takashima-02,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1983,9/1-9/13,1983-09-01,なんば高島屋,大阪府,計21か所（5/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（5/21）,,有,1983年、ドイテク企画室編（伊勢丹美術館含む8か所のもの）,企画協力：ドイグループ（ドイテク企画室）,1983年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華』カタログ（伊勢丹美術館含む8か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1983-daimaru-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1983,9/22-10/4,1983-09-22,大丸神戸店,兵庫県,計21か所（6/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（6/21）,,有,1983年、ドイテク企画室編（伊勢丹美術館含む8か所のもの）,企画協力：ドイグループ（ドイテク企画室）,1983年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華』カタログ（伊勢丹美術館含む8か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1983-takashima-03,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1983,10/13-10/25,1983-10-13,横浜高島屋,神奈川県,計21か所（7/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（7/21）,,有,1983年、ドイテク企画室編（伊勢丹美術館含む8か所のもの）,企画協力：ドイグループ（ドイテク企画室）,1983年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華』カタログ（伊勢丹美術館含む8か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1983-tokyu-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1983,11/3-11/15,1983-11-03,札幌東急,北海道,計21か所（8/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（8/21）,,有,1983年、ドイテク企画室編（伊勢丹美術館含む8か所のもの）,企画協力：ドイグループ（ドイテク企画室）,1983年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華』カタログ（伊勢丹美術館含む8か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1983-doiphoto-01,ミュシャ写真展,1983,＊,1983-12-31,ドイフォトプラザ渋谷,東京都,なし,なし,"＊
",＊,＊,ミュシャが撮影した写真を紹介した展覧会,『アルフォンス・ミュシャ展：生誕150年記念』カタログ,
1984-fukuya-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1984,4/5-4/17,1984-04-05,福屋,広島県,計21か所（9/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（9/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1984-seibu-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1984,7/20-8/14,1984-07-20,船橋西武美術館,千葉県,計21か所（10/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（10/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館データベース,
1984-iwataya-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1984,9/5-9/17,1984-09-05,岩田屋　,福岡県,計21か所（11/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（11/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1984-isetan-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1984,10/4-10/23,1984-10-04,伊勢丹,新潟県,計21か所（12/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（12/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1984-yamagataya-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1984,11/2-11/8,1984-11-02,山形屋本店,鹿児島県,計21か所（13/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（13/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1985-hanshin-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1985,3/28-4/2,1985-03-28,阪神百貨店,大阪府,計21か所（14/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（14/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1985-seibu-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1985,10/4-10/23,1985-10-04,西武旭川店,北海道,計21か所（15/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（15/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1985-iwate-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1985,11/21-12/1,1985-11-21,岩手県民会館,岩手県,計21か所（16/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（16/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1986-hamaya-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1986,3/12-3/17,1986-03-12,浜屋,長崎県,計21か所（17/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（17/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1986-matsu-01,アルフォンス・ミュシャ展：幻想のアール・ヌーヴォー,1986,＊-4/22,1986-04-22,松坂屋（上野）,東京都,計2か所（1/2）,1986年：東京・松坂屋（上野）、愛知・松坂屋（名古屋）　計2か所（1/2）,"＊
",有＊,1986年＊,,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、読売新聞1986年4月17日夕刊の広告ページ,
1986-isetan-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1986,5/1-5/6,1986-05-01,岩田屋伊勢丹,熊本県,計21か所（18/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（18/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1986-endo-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1986,12/19-1/5,1986-12-19,エンド一本店,宮城県,計21か所（19/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（19/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1986-matsu-02,アルフォンス・ミュシャ展：幻想のアール・ヌーヴォー,1986,＊,1986-12-31,松坂屋（名古屋）,愛知県,計2か所（2/2）,1986年：東京・松坂屋（上野）、愛知・松坂屋（名古屋）　計2か所（2/2）,"＊
",有＊,1986年＊,,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1987-seibu-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1987,6/5-6/10,1987-06-05,西武富山店,富山県,計21か所（20/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（20/21）,,＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
1987-shizuoka-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,1987,＊,1987-12-31,静岡カントリー・カルチャーフロア,静岡県,計21か所（21/21）,1983年：東京・伊勢丹美術館、愛知・松坂屋名古屋本店、京都・高島屋京都店、福岡・石橋美術館、大阪・なんば高島屋、兵庫・大丸神戸店、神奈川・横浜高島屋、北海道・札幌東急　1984年：広島・福屋、千葉・船橋西武美術館、福岡・岩田屋、新潟・伊勢丹、鹿児島・山形屋本店　1985 年：大阪・阪神百貨店、北海道・西武旭川店、岩手・岩手県民会館　1986年：長崎・浜屋、熊本・岩田屋伊勢丹、宮城・エンド一本店　1987年：富山・西武富山店、静岡・静岡カントリー・カルチャーフロア　計21か所（21/21）,"＊
",＊,＊,企画協力：ドイグループ（ドイテク企画室）,『アルフォンス・ミュシャ作品集（新装版）』,
1989-takashima-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華／没後50年記念,1989,4/6-4/25,1989-04-06,高島屋東京店,東京都,計35か所（1/35）,1989年：東京・高島屋東京店、京都・高島屋京都店、神奈川・横浜高島屋、北海道・北海道立近代美術館、岐阜・岐阜県美術館、熊本・熊本県立美術館、福岡・福岡市美術館　1990年：大阪・高島屋大阪展、広島・ひろしま美術館、山口・山口県立美術館、静岡・浜松市美術館、岡山・天満屋岡山店　1991年：長崎・長崎県立美術博物館、兵庫・そごう神戸店、鹿児島・鹿児島市立美術館、山形・山形美術館、新潟・新潟市立美術館、福岡・岩田屋、愛媛・いよてつそごう　1992年：大分・大分県立芸術会館、北海道・北海道立帯広美術館、北海道・北海道立函館美術館、愛知・名鉄百貨店、茨城・笠間日動美術館、石川・香林坊・大和　1993年：秋田・秋田市立千秋美術館、青森・弘前市立博物館、沖縄・那覇リウボウ　1994年：千葉・高島屋柏店、大阪・堺市博物館、宮崎・宮崎県立総合博物館　1997年：福岡・田川市美術館、長野・駒ヶ根高原美術館　2000年：兵庫・兵庫県立円山川公苑美術館　2004年：岩手・もりおか啄木・賢治青春館　計35か所（1/35）,"主催：東京新聞、プラハ国立美術館、アルフォンス・ミュシャ展開催委員会
後援：外務省、文化庁、チェコスロバキア文科省、在日チェコスロバキア大使館
協賛：KLMオランダ航空",有,1989年、ドイ文化事業室編（高島屋東京店含む10か所のもの）／1990年、ドイ文化事業室編（高島屋東京店含む21か所のもの＊）,企画協力：ドイ文化事業室,1989年『アルフォンス・ミュシャ展：アール・ヌーヴォーの華／没後50年記念』カタログ（高島屋東京店含む10か所のもの）、『アルフォンス・ミュシャ展：生誕150年記念』カタログ、『アルフォンス・ミュシャ作品集（新装版）』、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館データベース,
